ARP6_1	ACTR6	RUVBL1	44
ARP6_1	ACTR6	CCT2	202
ARP6_1	ACTR6	CCT5	98
ARP6_1	ACTR6	ACTL6A	16
ARP6_1	ACTR6	CCT3	81
ARP6_1	ACTR6	STK38	105
ARP6_1	ACTR6	ACTB	140
ARP6_1	ACTR6	HSPA1B	282
ARP6_1	ACTR6	CCT7	142
ARP6_1	ACTR6	CCT8	99
ARP6_1	ACTR6	HSPA8	119
ARP6_1	ACTR6	TUBB2B	128
ARP6_1	ACTR6	TUBB2C	143
ARP6_1	ACTR6	TUBB	171
ARP6_1	ACTR6	CCT6A	95
ARP6_1	ACTR6	HIST1H1C	43
ARP6_1	ACTR6	HIST1H1E	40
ARP6_1	ACTR6	DYNLL1	2
ARP6_1	ACTR6	ACTA1	47
ARP6_1	ACTR6	MATR3	36
ARP6_1	ACTR6	NPM1	8
ARP6_1	ACTR6	HIST1H2BJ	19
ARP6_1	ACTR6	H2AFZ	10
ARP6_1	ACTR6	EIF4B	1
ARP6_1	ACTR6	TCP1	124
ARP6_1	ACTR6	NONO	12
ARP6_1	ACTR6	CCT4	122
ARP6_1	ACTR6	TUBB6	28
ARP6_1	ACTR6	BCLAF1	33
ARP6_1	ACTR6	ERH	8
ARP6_1	ACTR6	RBM10	2
ARP6_1	ACTR6	PRPF31	16
ARP6_1	ACTR6	H1FX	14
ARP6_1	ACTR6	SFPQ	17
ARP6_1	ACTR6	HNRNPL	14
ARP6_1	ACTR6	HNRNPA1	11
ARP6_1	ACTR6	HSPA2	21
ARP6_1	ACTR6	PARP1	5
ARP6_1	ACTR6	HSPD1	58
ARP6_1	ACTR6	THRAP3	18
ARP6_1	ACTR6	HSPA6	26
ARP6_1	ACTR6	HSPA1L	108
ARP6_1	ACTR6	DNAJA1	6
ARP6_1	ACTR6	FBL	24
ARP6_1	ACTR6	HNRNPH1	34
ARP6_1	ACTR6	HNRNPH2	22
ARP6_1	ACTR6	TUBB3	81
ARP6_1	ACTR6	SFRS2	3
ARP6_1	ACTR6	TUBA1C	113
ARP6_1	ACTR6	TUBA8	104
ARP6_1	ACTR6	TUBA1B	141
ARP6_1	ACTR6	TUBA1A	125
ARP6_1	ACTR6	TUBA4A	123
ARP6_1	ACTR6	MAP1B	53
ARP6_1	ACTR6	HNRNPK	33
ARP6_1	ACTR6	CLASP2	18
ARP6_1	ACTR6	SF3A1	5
ARP6_1	ACTR6	NOP58	12
ARP6_1	ACTR6	SNRNP40	1
ARP6_1	ACTR6	HNRNPA2B1	19
ARP6_1	ACTR6	NOLC1	20
ARP6_1	ACTR6	DDX3X	2
ARP6_1	ACTR6	KHDRBS1	2
ARP6_1	ACTR6	EEF1A1	35
ARP6_1	ACTR6	EEF1A2	21
ARP6_1	ACTR6	VIM	14
ARP6_1	ACTR6	KIF11	57
ARP6_1	ACTR6	ACTN4	15
ARP6_1	ACTR6	ACTN1	8
ARP6_1	ACTR6	E2F7	1
ARP6_1	ACTR6	DDX5	4
ARP6_1	ACTR6	STK38L	14
ARP6_1	ACTR6	HNRNPF	39
ARP6_1	ACTR6	EEF2	7
ARP6_1	ACTR6	HSPA5	52
ARP6_1	ACTR6	FLNA	4
ARP6_1	ACTR6	HNRNPU	5
ARP6_1	ACTR6	DDX17	5
ARP6_1	ACTR6	RIF1	1
ARP6_1	ACTR6	SMC1A	2
ARP6_1	ACTR6	DHX9	46
ARP6_1	ACTR6	SPTBN1	24
ARP6_1	ACTR6	SRRM2	6
ARP6_1	ACTR6	PRKDC	103
ARP6_1	ACTR6	RPLP2	17
ARP6_1	ACTR6	BASP1	13
ARP6_1	ACTR6	SNRPE	9
ARP6_1	ACTR6	RPLP1	6
ARP6_1	ACTR6	SNRPD2	15
ARP6_1	ACTR6	GNAI2	37
ARP6_1	ACTR6	SNRPA1	31
ARP6_1	ACTR6	RPS15	7
ARP6_1	ACTR6	RPS17	7
ARP6_1	ACTR6	SNRPD1	21
ARP6_1	ACTR6	GNB1	27
ARP6_1	ACTR6	GNB2	19
ARP6_1	ACTR6	RPLP0	32
ARP6_1	ACTR6	HIST1H4J	21
ARP6_1	ACTR6	YWHAE	16
ARP6_1	ACTR6	RPL23	18
ARP6_1	ACTR6	LSM2	3
ARP6_1	ACTR6	HSPA9	41
ARP6_1	ACTR6	RPL22	9
ARP6_1	ACTR6	RPS14	11
ARP6_1	ACTR6	CBX1	7
ARP6_1	ACTR6	RPS11	16
ARP6_1	ACTR6	DPY30	11
ARP6_1	ACTR6	RPS3	11
ARP6_1	ACTR6	RPL12	13
ARP6_1	ACTR6	CALM2	9
ARP6_1	ACTR6	RCN1	22
ARP6_1	ACTR6	RPS23	8
ARP6_1	ACTR6	FLOT1	30
ARP6_1	ACTR6	GNG12	2
ARP6_1	ACTR6	GNAI3	24
ARP6_1	ACTR6	MYL6	12
ARP6_1	ACTR6	GAPDH	15
ARP6_1	ACTR6	RPL37A	5
ARP6_1	ACTR6	C1QBP	16
ARP6_1	ACTR6	BSG	4
ARP6_1	ACTR6	NHP2L1	6
ARP6_1	ACTR6	RPS16	12
ARP6_1	ACTR6	PRDX3	9
ARP6_1	ACTR6	BAG2	11
ARP6_1	ACTR6	SSB	42
ARP6_1	ACTR6	RCN2	18
ARP6_1	ACTR6	RPL7	18
ARP6_1	ACTR6	RPS24	14
ARP6_1	ACTR6	RPS5	15
ARP6_1	ACTR6	RPL5	18
ARP6_1	ACTR6	ACTR6	14
ARP6_1	ACTR6	MYL12B	11
ARP6_1	ACTR6	TUFM	22
ARP6_1	ACTR6	CALU	10
ARP6_1	ACTR6	PRMT5	25
ARP6_1	ACTR6	RPS4X	7
ARP6_1	ACTR6	WDR77	19
ARP6_1	ACTR6	ENO1	18
ARP6_1	ACTR6	RPS12	6
ARP6_1	ACTR6	RPL4	26
ARP6_1	ACTR6	RPL6	24
ARP6_1	ACTR6	H2AFX	20
ARP6_1	ACTR6	MYH10	57
ARP6_1	ACTR6	RPS8	11
ARP6_1	ACTR6	NCBP1	38
ARP6_1	ACTR6	HIST1H2AD	18
ARP6_1	ACTR6	HIST2H2AC	18
ARP6_1	ACTR6	CLTC	48
ARP6_1	ACTR6	RPS13	9
ARP6_1	ACTR6	ATP5A1	24
ARP6_1	ACTR6	SNRPD3	2
ARP6_1	ACTR6	SPTLC1	3
ARP6_1	ACTR6	HNRNPM	29
ARP6_1	ACTR6	GNAI1	20
ARP6_1	ACTR6	PDCD6	7
ARP6_1	ACTR6	BRIX1	12
ARP6_1	ACTR6	YBX1	8
ARP6_1	ACTR6	HIST1H3F	11
ARP6_1	ACTR6	HIST2H3C	3
ARP6_1	ACTR6	H3F3A	6
ARP6_1	ACTR6	PTBP1	21
ARP6_1	ACTR6	VDAC1	8
ARP6_1	ACTR6	FLOT2	16
ARP6_1	ACTR6	EEF1D	6
ARP6_1	ACTR6	RPS3A	17
ARP6_1	ACTR6	PGRMC1	5
ARP6_1	ACTR6	HSD17B10	4
ARP6_1	ACTR6	RPL10A	10
ARP6_1	ACTR6	RPL15	17
ARP6_1	ACTR6	NCL	65
ARP6_1	ACTR6	RPS6	7
ARP6_1	ACTR6	CAPZA1	7
ARP6_1	ACTR6	SSBP1	4
ARP6_1	ACTR6	MRPS17	2
ARP6_1	ACTR6	SFRS1	11
ARP6_1	ACTR6	RPL3	24
ARP6_1	ACTR6	EEF1G	15
ARP6_1	ACTR6	RPL17	15
ARP6_1	ACTR6	C1orf57	5
ARP6_1	ACTR6	MYH9	57
ARP6_1	ACTR6	JUP	27
ARP6_1	ACTR6	RSL1D1	20
ARP6_1	ACTR6	RPL21	12
ARP6_1	ACTR6	RPS27A	5
ARP6_1	ACTR6	IRS4	34
ARP6_1	ACTR6	HMGA2	2
ARP6_1	ACTR6	SFRS3	5
ARP6_1	ACTR6	UBAP2L	31
ARP6_1	ACTR6	SMPDL3B	12
ARP6_1	ACTR6	CKB	14
ARP6_1	ACTR6	MYCBP	2
ARP6_1	ACTR6	EBNA1BP2	9
ARP6_1	ACTR6	SNRPN	11
ARP6_1	ACTR6	TARDBP	12
ARP6_1	ACTR6	RPL18	5
ARP6_1	ACTR6	RPS18	5
ARP6_1	ACTR6	H2AFY	10
ARP6_1	ACTR6	LGALS3BP	23
ARP6_1	ACTR6	PPP1CA	8
ARP6_1	ACTR6	CD59	6
ARP6_1	ACTR6	PABPC1	16
ARP6_1	ACTR6	LMNB1	13
ARP6_1	ACTR6	RPL7A	15
ARP6_1	ACTR6	ATP5O	4
ARP6_1	ACTR6	ATP6V1B2	8
ARP6_1	ACTR6	PCBP2	5
ARP6_1	ACTR6	RPL11	12
ARP6_1	ACTR6	MYO1C	21
ARP6_1	ACTR6	RPL31	5
ARP6_1	ACTR6	RPS28	4
ARP6_1	ACTR6	NME1-NME2	6
ARP6_1	ACTR6	SNRPG	5
ARP6_1	ACTR6	RPL32	3
ARP6_1	ACTR6	HNRNPC	8
ARP6_1	ACTR6	RPS27	5
ARP6_1	ACTR6	RPN1	12
ARP6_1	ACTR6	RPL13	9
ARP6_1	ACTR6	CAPZB	3
ARP6_1	ACTR6	RPS2	9
ARP6_1	ACTR6	TMOD3	4
ARP6_1	ACTR6	PRDX4	5
ARP6_1	ACTR6	PURA	3
ARP6_1	ACTR6	HNRNPD	6
ARP6_1	ACTR6	RFTN1	8
ARP6_1	ACTR6	PPP1CB	7
ARP6_1	ACTR6	PPP1CC	7
ARP6_1	ACTR6	EIF5A	1
ARP6_1	ACTR6	TCEB2	1
ARP6_1	ACTR6	RPL27A	3
ARP6_1	ACTR6	PPT1	4
ARP6_1	ACTR6	YWHAG	2
ARP6_1	ACTR6	RPL18A	9
ARP6_1	ACTR6	CENPV	4
ARP6_1	ACTR6	ELAVL1	7
ARP6_1	ACTR6	HMGA1	2
ARP6_1	ACTR6	YES1	7
ARP6_1	ACTR6	CD109	27
ARP6_1	ACTR6	MRPL15	5
ARP6_1	ACTR6	RPS10	4
ARP6_1	ACTR6	RPL35A	3
ARP6_1	ACTR6	MRPL23	1
ARP6_1	ACTR6	ATP1B3	4
ARP6_1	ACTR6	RPL38	3
ARP6_1	ACTR6	ATP6V0D1	3
ARP6_1	ACTR6	TRIM28	10
ARP6_1	ACTR6	UNC84B	11
ARP6_1	ACTR6	RPS19	5
ARP6_1	ACTR6	PABPC4	11
ARP6_1	ACTR6	VCP	8
ARP6_1	ACTR6	TIMM50	12
ARP6_1	ACTR6	MYO1D	11
ARP6_1	ACTR6	PCBP1	6
ARP6_1	ACTR6	RBM39	5
ARP6_1	ACTR6	DNAJA2	10
ARP6_1	ACTR6	LDHB	3
ARP6_1	ACTR6	CAD	30
ARP6_1	ACTR6	RPL28	3
ARP6_1	ACTR6	PKM2	8
ARP6_1	ACTR6	YWHAB	4
ARP6_1	ACTR6	SFRS7	4
ARP6_1	ACTR6	HSP90AA1	25
ARP6_1	ACTR6	YWHAQ	5
ARP6_1	ACTR6	YWHAZ	5
ARP6_1	ACTR6	CBX3	5
ARP6_1	ACTR6	ATP5H	2
ARP6_1	ACTR6	PFKL	7
ARP6_1	ACTR6	ATP5B	5
ARP6_1	ACTR6	XRCC6	7
ARP6_1	ACTR6	ZNF512	7
ARP6_1	ACTR6	RPL23A	3
ARP6_1	ACTR6	MYO1B	17
ARP6_1	ACTR6	MDH2	5
ARP6_1	ACTR6	CBX5	5
ARP6_1	ACTR6	EIF4A3	5
ARP6_1	ACTR6	SKP1	1
ARP6_1	ACTR6	SPTAN1	36
ARP6_1	ACTR6	STUB1	3
ARP6_1	ACTR6	VDAC2	5
ARP6_1	ACTR6	MRPL12	5
ARP6_1	ACTR6	ATP6V0C	2
ARP6_1	ACTR6	AIFM1	8
ARP6_1	ACTR6	GLUD1	9
ARP6_1	ACTR6	ULBP3	2
ARP6_1	ACTR6	RPL36	2
ARP6_1	ACTR6	H1F0	5
ARP6_1	ACTR6	SNRPC	2
ARP6_1	ACTR6	MFI2	8
ARP6_1	ACTR6	SFRS5	3
ARP6_1	ACTR6	RPL14	20
ARP6_1	ACTR6	LLPH	2
ARP6_1	ACTR6	RPS20	4
ARP6_1	ACTR6	ALDOA	2
ARP6_1	ACTR6	ECHS1	3
ARP6_1	ACTR6	MRPL4	3
ARP6_1	ACTR6	MRPL1	2
ARP6_1	ACTR6	RPL30	2
ARP6_1	ACTR6	CFL1	1
ARP6_1	ACTR6	CACNA2D1	14
ARP6_1	ACTR6	MRPL9	3
ARP6_1	ACTR6	FXR2	7
ARP6_1	ACTR6	FMR1	6
ARP6_1	ACTR6	FXR1	6
ARP6_1	ACTR6	MOXD1	7
ARP6_1	ACTR6	METAP1	3
ARP6_1	ACTR6	ATP1A1	13
ARP6_1	ACTR6	PFKP	7
ARP6_1	ACTR6	PHB2	4
ARP6_1	ACTR6	HP1BP3	16
ARP6_1	ACTR6	PSMC4	2
ARP6_1	ACTR6	PON2	3
ARP6_1	ACTR6	HSD17B12	4
ARP6_1	ACTR6	NME1	2
ARP6_1	ACTR6	LTBP1	12
ARP6_1	ACTR6	LRRC59	3
ARP6_1	ACTR6	PRPS1L1	3
ARP6_1	ACTR6	CPSF7	2
ARP6_1	ACTR6	RPS9	4
ARP6_1	ACTR6	ERLIN1	3
ARP6_1	ACTR6	RPSA	2
ARP6_1	ACTR6	RPL19	2
ARP6_1	ACTR6	KPNB1	9
ARP6_1	ACTR6	HSP90AB1	6
ARP6_1	ACTR6	GSTP1	3
ARP6_1	ACTR6	HSPH1	9
ARP6_1	ACTR6	DSG2	7
ARP6_1	ACTR6	MRPS11	2
ARP6_1	ACTR6	DKC1	5
ARP6_1	ACTR6	CSDA	3
ARP6_1	ACTR6	SF3B3	12
ARP6_1	ACTR6	RPL34	2
ARP6_1	ACTR6	SF3B1	12
ARP6_1	ACTR6	PDIA6	2
ARP6_1	ACTR6	SERPINH1	2
ARP6_1	ACTR6	SNRPB2	10
ARP6_1	ACTR6	PTP4A2	2
ARP6_1	ACTR6	RPL24	3
ARP6_1	ACTR6	DHX15	9
ARP6_1	ACTR6	NOP56	5
ARP6_1	ACTR6	U2AF2	3
ARP6_1	ACTR6	HSP90B1	11
ARP6_1	ACTR6	SUCLG1	4
ARP6_1	ACTR6	RPL27	1
ARP6_1	ACTR6	KIF20A	4
ARP6_1	ACTR6	ATP6V1A	6
ARP6_1	ACTR6	PRKAR2A	4
ARP6_1	ACTR6	NUCKS1	2
ARP6_1	ACTR6	NIP7	2
ARP6_1	ACTR6	NOC2L	6
ARP6_1	ACTR6	ILF2	2
ARP6_1	ACTR6	HNRNPA3	3
ARP6_1	ACTR6	ATP5C1	3
ARP6_1	ACTR6	DNAJC9	2
ARP6_1	ACTR6	CKAP4	5
ARP6_1	ACTR6	GNB2L1	1
ARP6_1	ACTR6	MYO6	11
ARP6_1	ACTR6	RBM14	5
ARP6_1	ACTR6	SLC25A3	7
ARP6_1	ACTR6	U2AF1	1
ARP6_1	ACTR6	C11orf59	3
ARP6_1	ACTR6	GANAB	12
ARP6_1	ACTR6	RPN2	7
ARP6_1	ACTR6	EIF3E	4
ARP6_1	ACTR6	ALDOC	1
ARP6_1	ACTR6	EFR3A	4
ARP6_1	ACTR6	PAICS	3
ARP6_1	ACTR6	PNPO	1
ARP6_1	ACTR6	MRPL10	2
ARP6_1	ACTR6	SFRS9	1
ARP6_1	ACTR6	DYNC1LI2	2
ARP6_1	ACTR6	G3BP1	3
ARP6_1	ACTR6	VDAC3	3
ARP6_1	ACTR6	XRCC5	6
ARP6_1	ACTR6	DDOST	2
ARP6_1	ACTR6	SFRS6	4
ARP6_1	ACTR6	SLC25A6	3
ARP6_1	ACTR6	FASN	14
ARP6_1	ACTR6	LMNA	4
ARP6_1	ACTR6	MRPS25	1
ARP6_1	ACTR6	NOP2	6
ARP6_1	ACTR6	EEF1B2	2
ARP6_1	ACTR6	KIF22	5
ARP6_1	ACTR6	RPL8	3
ARP6_1	ACTR6	YEATS4	3
ARP6_1	ACTR6	HNRNPUL1	10
ARP6_1	ACTR6	EIF3K	1
ARP6_1	ACTR6	PI4KA	13
ARP6_1	ACTR6	NUP210	9
ARP6_1	ACTR6	ATP6V1E1	2
ARP6_1	ACTR6	RPS7	2
ARP6_1	ACTR6	SLC1A5	4
ARP6_1	ACTR6	ETFA	1
ARP6_1	ACTR6	PPIB	1
ARP6_1	ACTR6	NACA	2
ARP6_1	ACTR6	GAR1	1
ARP6_1	ACTR6	GPC4	5
ARP6_1	ACTR6	P4HB	4
ARP6_1	ACTR6	ERLIN2	3
ARP6_1	ACTR6	ATP6V0A1	8
ARP6_1	ACTR6	VARS	4
ARP6_1	ACTR6	TAF15	1
ARP6_1	ACTR6	CADM1	2
ARP6_1	ACTR6	MARCKS	2
ARP6_1	ACTR6	RPL9	2
ARP6_1	ACTR6	THOC6	2
ARP6_1	ACTR6	LIMA1	5
ARP6_1	ACTR6	ZCCHC8	2
ARP6_1	ACTR6	DBN1	3
ARP6_1	ACTR6	RFC4	1
ARP6_1	ACTR6	PGAM1	1
ARP6_1	ACTR6	NKRF	3
ARP6_1	ACTR6	PLBD2	2
ARP6_1	ACTR6	GFRA1	2
ARP6_1	ACTR6	CTSB	5
ARP6_1	ACTR6	SRCAP	15
ARP6_1	ACTR6	RARS	2
ARP6_1	ACTR6	LSR	2
ARP6_1	ACTR6	RRS1	1
ARP6_1	ACTR6	ADAR	9
ARP6_1	ACTR6	IGF2BP1	2
ARP6_1	ACTR6	DAP3	2
ARP6_1	ACTR6	ACAA2	1
ARP6_1	ACTR6	RBM28	2
ARP6_1	ACTR6	SFRS4	4
ARP6_1	ACTR6	RBM34	1
ARP6_1	ACTR6	STRAP	1
ARP6_1	ACTR6	HNRNPH3	1
ARP6_1	ACTR6	TRA2B	1
ARP6_1	ACTR6	NDUFS3	1
ARP6_1	ACTR6	EXOSC4	1
ARP6_1	ACTR6	MYH11	12
ARP6_1	ACTR6	MSH2	5
ARP6_1	ACTR6	PRPF19	2
ARP6_1	ACTR6	ACTR3	2
ARP6_1	ACTR6	CKAP2	4
ARP6_1	ACTR6	SLC3A2	4
ARP6_1	ACTR6	DYNC1H1	22
ARP6_1	ACTR6	LRPPRC	6
ARP6_1	ACTR6	DDB1	3
ARP6_1	ACTR6	CANX	3
ARP6_1	ACTR6	DLST	1
ARP6_1	ACTR6	PRMT1	1
ARP6_1	ACTR6	RP2	2
ARP6_1	ACTR6	EFTUD2	4
ARP6_1	ACTR6	RBM4B	2
ARP6_1	ACTR6	EIF2S2	2
ARP6_1	ACTR6	LDHA	2
ARP6_1	ACTR6	PRDX1	2
ARP6_1	ACTR6	NVL	7
ARP6_1	ACTR6	RAD21	2
ARP6_1	ACTR6	GNL3	2
ARP6_1	ACTR6	VPS72	3
ARP6_1	ACTR6	EIF3G	1
ARP6_1	ACTR6	EPRS	3
ARP6_1	ACTR6	MCM3	2
ARP6_1	ACTR6	GDI1	2
ARP6_1	ACTR6	PSMC3	2
ARP6_1	ACTR6	ACTR1A	2
ARP6_1	ACTR6	PAIP1	2
ARP6_1	ACTR6	RBM17	1
ARP6_1	ACTR6	HNRNPAB	4
ARP6_1	ACTR6	ATP2A2	5
ARP6_1	ACTR6	FTSJ3	4
ARP6_1	ACTR6	PYCR2	1
ARP6_1	ACTR6	LTV1	2
ARP6_1	ACTR6	SCARB2	3
ARP6_1	ACTR6	CECR5	2
ARP6_1	ACTR6	SF3B4	6
ARP6_1	ACTR6	TPR	6
ARP6_1	ACTR6	SNRNP200	7
ARP6_1	ACTR6	EIF4A1	2
ARP6_1	ACTR6	EIF4A2	2
ARP6_1	ACTR6	MOV10	3
ARP6_1	ACTR6	HSPA4	4
ARP6_1	ACTR6	SF1	1
ARP6_1	ACTR6	LAMP1	2
ARP6_1	ACTR6	OLA1	4
ARP6_1	ACTR6	TMPO	4
ARP6_1	ACTR6	PLRG1	2
ARP6_1	ACTR6	IMPDH2	2
ARP6_1	ACTR6	LUC7L3	1
ARP6_1	ACTR6	SF3A2	1
ARP6_1	ACTR6	KRR1	2
ARP6_1	ACTR6	PSMD7	2
ARP6_1	ACTR6	IARS	4
ARP6_1	ACTR6	PSMD2	4
ARP6_1	ACTR6	SMARCE1	1
ARP6_1	ACTR6	HSPA4L	5
ARP6_1	ACTR6	HDAC2	1
ARP6_1	ACTR6	CAPZA2	2
ARP6_1	ACTR6	PPAN	2
ARP6_1	ACTR6	DCTN2	1
ARP6_1	ACTR6	PRPF8	8
ARP6_1	ACTR6	TFRC	2
ARP6_1	ACTR6	PAK1IP1	2
ARP6_1	ACTR6	ARPC2	1
ARP6_1	ACTR6	UBA1	3
ARP6_1	ACTR6	XPR1	2
ARP6_1	ACTR6	CAMK2D	2
ARP6_1	ACTR6	MYBBP1A	6
ARP6_1	ACTR6	PDIA4	1
ARP6_1	ACTR6	SMC3	5
ARP6_1	ACTR6	KIAA1967	2
ARP6_1	ACTR6	ILVBL	1
ARP6_1	ACTR6	GPI	2
ARP6_1	ACTR6	PUF60	2
ARP6_1	ACTR6	PHGDH	2
ARP6_1	ACTR6	NOC3L	2
ARP6_1	ACTR6	FIP1L1	1
ARP6_1	ACTR6	ALDH1B1	2
ARP6_1	ACTR6	STK4	1
ARP6_1	ACTR6	SFRS11	1
ARP6_1	ACTR6	KPNA2	2
ARP6_1	ACTR6	SLC7A5	2
ARP6_1	ACTR6	RBBP7	1
ARP6_1	ACTR6	CACNA2D2	3
ARP6_1	ACTR6	CPVL	1
ARP6_1	ACTR6	NUP62	1
ARP6_1	ACTR6	TUBG1	2
ARP6_1	ACTR6	KTN1	3
ARP6_1	ACTR6	CTNNB1	3
ARP6_1	ACTR6	NOL9	2
ARP6_1	ACTR6	SF3A3	1
ARP6_1	ACTR6	NDUFS2	3
ARP6_1	ACTR6	KIDINS220	4
ARP6_1	ACTR6	EPB41L3	3
ARP6_1	ACTR6	HUWE1	7
ARP6_1	ACTR6	TUBGCP3	2
ARP6_1	ACTR6	MCM2	2
ARP6_1	ACTR6	DARS	2
ARP6_1	ACTR6	CNTN1	2
ARP6_1	ACTR6	COIL	1
ARP6_1	ACTR6	YARS	1
ARP6_1	ACTR6	IQGAP1	3
ARP6_1	ACTR6	WBP11	1
ARP6_1	ACTR6	CEP70	2
ARP6_1	ACTR6	IGF2BP3	2
ARP6_1	ACTR6	DLD	2
ARP6_1	ACTR6	OGDH	1
ARP6_1	ACTR6	ATP6V0A2	2
ARP6_1	ACTR6	ITGB1	2
ARP6_1	ACTR6	NUP85	2
ARP6_1	ACTR6	LYN	2
ARP6_1	ACTR6	CCDC47	1
ARP6_1	ACTR6	NUP160	2
ARP6_1	ACTR6	KDM1A	2
ARP6_1	ACTR6	CDC5L	2
ARP6_1	ACTR6	ADD1	1
ARP6_1	ACTR6	ZBTB24	3
ARP6_1	ACTR6	LAMP2	2
ARP6_1	ACTR6	NUP214	4
ARP6_1	ACTR6	ZC3H18	2
ARP6_1	ACTR6	CUL4B	2
ARP6_1	ACTR6	COPG	1
ARP6_1	ACTR6	MCM6	1
ARP6_1	ACTR6	PTCD3	2
ARP6_1	ACTR6	RANGAP1	1
ARP6_1	ACTR6	HADHB	2
ARP6_1	ACTR6	SFRS14	1
ARP6_1	ACTR6	DHX36	2
ARP6_1	ACTR6	MARS	2
ARP6_1	ACTR6	ILF3	1
ARP6_1	ACTR6	PNN	2
ARP6_1	ACTR6	TRAP1	1
ARP6_1	ACTR6	MYH14	3
ARP6_1	ACTR6	RBM15	1
ARP6_1	ACTR6	PSMD1	1
ARP6_1	ACTR6	SF3B2	1
ARP6_1	ACTR6	CUL3	1
ARP6_1	ACTR6	NUMA1	2
ARP6_1	ACTR6	UPF1	2
ARP6_1	ACTR6	GTF2I	1
